School Year,District/LEA,SchoolName,SubjectArea,Subject,Percent Proficient
2015,GRANITE DISTRICT,HUNTER SCHOOL,L,6th Grade Language Arts,31.9%
2015,GRANITE DISTRICT,HILLSDALE SCHOOL,L,6th Grade Language Arts,24.5%
2015,GRANITE DISTRICT,HILLSIDE SCHOOL,L,6th Grade Language Arts,22.6%
2015,GRANITE DISTRICT,GRANGER SCHOOL,L,6th Grade Language Arts,16.9%
2015,GRANITE DISTRICT,FOX HILLS SCHOOL,L,6th Grade Language Arts,45.5%
2015,GRANITE DISTRICT,ROBERT FROST SCHOOL,L,6th Grade Language Arts,23.8%
2015,GRANITE DISTRICT,EASTWOOD SCHOOL,L,6th Grade Language Arts,62.5%
2015,GRANITE DISTRICT,DAVID GOURLEY SCHOOL,L,6th Grade Language Arts,15.7%
2015,GRANITE DISTRICT,CRESTVIEW SCHOOL,L,6th Grade Language Arts,61.3%
2015,GRANITE DISTRICT,COTTONWOOD SCHOOL,L,6th Grade Language Arts,63.2%
2015,GRANITE DISTRICT,COPPER HILLS SCHOOL,L,6th Grade Language Arts,29.6%
2015,GRANITE DISTRICT,CARL SANDBURG SCHOOL,L,6th Grade Language Arts,30.4%
2015,GRANITE DISTRICT,BEEHIVE SCHOOL,L,6th Grade Language Arts,29.7%
2015,GRANITE DISTRICT,BENNION SCHOOL,L,6th Grade Language Arts,30.7%
2015,GRANITE DISTRICT,JIM BRIDGER SCHOOL,L,6th Grade Language Arts,28.4%
2015,GRANITE DISTRICT,THOMAS W BACCHUS SCHOOL,L,6th Grade Language Arts,18.7%
2015,GRANITE DISTRICT,ACADEMY PARK SCHOOL,L,6th Grade Language Arts,26.4%
2015,GRANITE DISTRICT,ARCADIA SCHOOL,L,6th Grade Language Arts,22.5%
2015,GRANITE DISTRICT,BENNION JR HIGH,L,7th Grade Language Arts,35.7%
2015,GRANITE DISTRICT,BONNEVILLE JR HIGH,L,7th Grade Language Arts,36.0%
2015,GRANITE DISTRICT,BROCKBANK JR HIGH,L,7th Grade Language Arts,27.5%
2015,GRANITE DISTRICT,CHURCHILL JR HIGH,L,7th Grade Language Arts,43.2%
2015,GRANITE DISTRICT,EISENHOWER JR HIGH,L,7th Grade Language Arts,28.1%
2015,GRANITE DISTRICT,EVERGREEN JR HIGH,L,7th Grade Language Arts,46.2%
2015,GRANITE DISTRICT,GRANITE PARK JR HIGH,L,7th Grade Language Arts,17.1%
2015,GRANITE DISTRICT,HUNTER JR HIGH,L,7th Grade Language Arts,18.3%
2015,GRANITE DISTRICT,THOMAS JEFFERSON JR HIGH,L,7th Grade Language Arts,19.2%
2015,GRANITE DISTRICT,KEARNS JR HIGH,L,7th Grade Language Arts,15.4%
2015,GRANITE DISTRICT,JOHN F. KENNEDY JR HIGH,L,7th Grade Language Arts,17.6%
2015,GRANITE DISTRICT,SCOTT M MATHESON JR HIGH,L,7th Grade Language Arts,25.3%
2015,GRANITE DISTRICT,OLYMPUS JR HIGH,L,7th Grade Language Arts,52.7%
2015,GRANITE DISTRICT,WASATCH JR HIGH,L,7th Grade Language Arts,68.0%
2015,GRANITE DISTRICT,VALLEY JR HIGH,L,7th Grade Language Arts,18.4%
2015,GRANITE DISTRICT,WEST LAKE JR HIGH,L,7th Grade Language Arts,10.9%
2015,GRANITE DISTRICT,YOUTH EDUCATIONAL SUPPORT SCHOOL,L,7th Grade Language Arts,N<10
2015,GRANITE DISTRICT,YOUTH EDUCATIONAL SUPPORT SCHOOL,L,8th Grade Language Arts,N<10
2015,GRANITE DISTRICT,WEST LAKE JR HIGH,L,8th Grade Language Arts,16.5%
2015,GRANITE DISTRICT,VALLEY JR HIGH,L,8th Grade Language Arts,16.7%
2015,GRANITE DISTRICT,WASATCH JR HIGH,L,8th Grade Language Arts,66.9%
2015,GRANITE DISTRICT,OLYMPUS JR HIGH,L,8th Grade Language Arts,46.1%
2015,GRANITE DISTRICT,SCOTT M MATHESON JR HIGH,L,8th Grade Language Arts,17.0%
2015,GRANITE DISTRICT,JOHN F. KENNEDY JR HIGH,L,8th Grade Language Arts,20.4%
2015,GRANITE DISTRICT,KEARNS JR HIGH,L,8th Grade Language Arts,32.6%
2015,GRANITE DISTRICT,THOMAS JEFFERSON JR HIGH,L,8th Grade Language Arts,17.7%
2015,GRANITE DISTRICT,HUNTER JR HIGH,L,8th Grade Language Arts,16.0%
2015,GRANITE DISTRICT,GRANITE PARK JR HIGH,L,8th Grade Language Arts,19.7%
2015,GRANITE DISTRICT,EVERGREEN JR HIGH,L,8th Grade Language Arts,44.8%
2015,GRANITE DISTRICT,EISENHOWER JR HIGH,L,8th Grade Language Arts,33.7%
2015,GRANITE DISTRICT,CHURCHILL JR HIGH,L,8th Grade Language Arts,58.4%
2015,GRANITE DISTRICT,BROCKBANK JR HIGH,L,8th Grade Language Arts,16.9%
2015,GRANITE DISTRICT,BONNEVILLE JR HIGH,L,8th Grade Language Arts,37.3%
2015,GRANITE DISTRICT,BENNION JR HIGH,L,8th Grade Language Arts,37.0%
2015,GRANITE DISTRICT,BENNION JR HIGH,L,9th Grade Language Arts,42.8%
2015,GRANITE DISTRICT,BONNEVILLE JR HIGH,L,9th Grade Language Arts,44.2%
2015,GRANITE DISTRICT,BROCKBANK JR HIGH,L,9th Grade Language Arts,21.9%
2015,GRANITE DISTRICT,CHURCHILL JR HIGH,L,9th Grade Language Arts,63.4%
2015,GRANITE DISTRICT,EISENHOWER JR HIGH,L,9th Grade Language Arts,30.5%
2015,GRANITE DISTRICT,EVERGREEN JR HIGH,L,9th Grade Language Arts,50.2%
2015,GRANITE DISTRICT,GRANITE PARK JR HIGH,L,9th Grade Language Arts,17.2%
2015,GRANITE DISTRICT,HUNTER JR HIGH,L,9th Grade Language Arts,24.5%
2015,GRANITE DISTRICT,JOHN F. KENNEDY JR HIGH,L,9th Grade Language Arts,25.2%
2015,GRANITE DISTRICT,SCOTT M MATHESON JR HIGH,L,9th Grade Language Arts,19.0%
2015,GRANITE DISTRICT,GRANITE CONNECTION HIGH,L,9th Grade Language Arts,N<10
2015,GRANITE DISTRICT,OLYMPUS JR HIGH,L,9th Grade Language Arts,55.0%
2015,GRANITE DISTRICT,WASATCH JR HIGH,L,9th Grade Language Arts,65.9%
2015,GRANITE DISTRICT,GRANGER HIGH,L,9th Grade Language Arts,24.8%
2015,GRANITE DISTRICT,KEARNS HIGH,L,9th Grade Language Arts,21.2%
2015,GRANITE DISTRICT,YOUTH EDUCATIONAL SUPPORT SCHOOL,L,9th Grade Language Arts,N<10
2015,GRANITE DISTRICT,YOUTH EDUCATIONAL SUPPORT SCHOOL,L,10th Grade Language Arts,?20%
2015,GRANITE DISTRICT,TAYLORSVILLE HIGH,L,10th Grade Language Arts,38.6%
2015,GRANITE DISTRICT,KEARNS HIGH,L,10th Grade Language Arts,25.9%
2015,GRANITE DISTRICT,OLYMPUS HIGH,L,10th Grade Language Arts,59.7%
2015,GRANITE DISTRICT,SKYLINE HIGH,L,10th Grade Language Arts,66.6%
2015,GRANITE DISTRICT,GRANGER HIGH,L,10th Grade Language Arts,29.3%
2015,GRANITE DISTRICT,CYPRUS HIGH,L,10th Grade Language Arts,28.0%
2015,GRANITE DISTRICT,HUNTER HIGH,L,10th Grade Language Arts,30.0%
2015,GRANITE DISTRICT,COTTONWOOD HIGH,L,10th Grade Language Arts,36.5%
2015,GRANITE DISTRICT,GRANITE CONNECTION HIGH,L,10th Grade Language Arts,20-29%
2015,GRANITE DISTRICT,GRANITE CONNECTION HIGH,L,11th Grade Language Arts,?5%
2015,GRANITE DISTRICT,COTTONWOOD HIGH,L,11th Grade Language Arts,30.3%
2015,GRANITE DISTRICT,HUNTER HIGH,L,11th Grade Language Arts,25.5%
2015,GRANITE DISTRICT,CYPRUS HIGH,L,11th Grade Language Arts,25.9%
2015,GRANITE DISTRICT,GRANGER HIGH,L,11th Grade Language Arts,22.2%
2015,GRANITE DISTRICT,SKYLINE HIGH,L,11th Grade Language Arts,66.3%
2015,GRANITE DISTRICT,OLYMPUS HIGH,L,11th Grade Language Arts,41.6%
2015,GRANITE DISTRICT,KEARNS HIGH,L,11th Grade Language Arts,22.9%
2015,GRANITE DISTRICT,TAYLORSVILLE HIGH,L,11th Grade Language Arts,34.2%
2015,GRANITE DISTRICT,YOUTH EDUCATIONAL SUPPORT SCHOOL,L,11th Grade Language Arts,?20%
2015,GRANITE DISTRICT,ELK RUN ELEMENTARY,M,3rd Grade Math,46.3%
2015,GRANITE DISTRICT,NEIL ARMSTRONG ACADEMY,M,3rd Grade Math,80.0%
2015,GRANITE DISTRICT,GRANITE CONNECTION HIGH,M,3rd Grade Math,N<10
2015,GRANITE DISTRICT,WEST VALLEY SCHOOL,M,3rd Grade Math,18.8%
2015,GRANITE DISTRICT,GEARLD WRIGHT SCHOOL,M,3rd Grade Math,23.4%
2015,GRANITE DISTRICT,SPRING LANE SCHOOL,M,3rd Grade Math,63.5%
2015,GRANITE DISTRICT,DIAMOND RIDGE SCHOOL,M,3rd Grade Math,47.4%
2015,GRANITE DISTRICT,SILVER HILLS SCHOOL,M,3rd Grade Math,6.0%
2015,GRANITE DISTRICT,WOODROW WILSON SCHOOL,M,3rd Grade Math,24.8%
2015,GRANITE DISTRICT,WOODSTOCK SCHOOL,M,3rd Grade Math,43.5%
2015,GRANITE DISTRICT,WEST KEARNS SCHOOL,M,3rd Grade Math,30.9%
2015,GRANITE DISTRICT,WESTBROOK SCHOOL,M,3rd Grade Math,40.7%
2015,GRANITE DISTRICT,WHITTIER SCHOOL,M,3rd Grade Math,36.8%
2015,GRANITE DISTRICT,WILLIAM PENN SCHOOL,M,3rd Grade Math,50.0%
2015,GRANITE DISTRICT,PLYMOUTH SCHOOL,M,3rd Grade Math,27.7%
2015,GRANITE DISTRICT,PLEASANT GREEN SCHOOL,M,3rd Grade Math,21.1%
2015,GRANITE DISTRICT,REDWOOD SCHOOL,M,3rd Grade Math,18.1%
2015,GRANITE DISTRICT,ROLLING MEADOWS SCHOOL,M,3rd Grade Math,37.8%
2015,GRANITE DISTRICT,ROOSEVELT SCHOOL,M,3rd Grade Math,9.8%
2015,GRANITE DISTRICT,ROSECREST SCHOOL,M,3rd Grade Math,50.7%
2015,GRANITE DISTRICT,HARRY S. TRUMAN SCHOOL,M,3rd Grade Math,44.6%
2015,GRANITE DISTRICT,CALVIN S. SMITH SCHOOL,M,3rd Grade Math,49.5%
2015,GRANITE DISTRICT,UPLAND TERRACE SCHOOL,M,3rd Grade Math,45.1%
2015,GRANITE DISTRICT,SOUTH KEARNS SCHOOL,M,3rd Grade Math,17.2%
2015,GRANITE DISTRICT,STANSBURY SCHOOL,M,3rd Grade Math,26.0%
2015,GRANITE DISTRICT,TAYLORSVILLE SCHOOL,M,3rd Grade Math,34.2%
2015,GRANITE DISTRICT,TWIN PEAKS SCHOOL,M,3rd Grade Math,30.9%
2015,GRANITE DISTRICT,VISTA SCHOOL,M,3rd Grade Math,38.2%
2015,GRANITE DISTRICT,WESTERN HILLS SCHOOL,M,3rd Grade Math,33.9%
2015,GRANITE DISTRICT,VALLEY CREST SCHOOL,M,3rd Grade Math,33.0%
2015,GRANITE DISTRICT,THOMAS W BACCHUS SCHOOL,M,3rd Grade Math,23.1%
2015,GRANITE DISTRICT,JIM BRIDGER SCHOOL,M,3rd Grade Math,41.7%
2015,GRANITE DISTRICT,BENNION SCHOOL,M,3rd Grade Math,32.6%
2015,GRANITE DISTRICT,BEEHIVE SCHOOL,M,3rd Grade Math,31.9%
2015,GRANITE DISTRICT,CARL SANDBURG SCHOOL,M,3rd Grade Math,13.3%
2015,GRANITE DISTRICT,COPPER HILLS SCHOOL,M,3rd Grade Math,50.0%
2015,GRANITE DISTRICT,COTTONWOOD SCHOOL,M,3rd Grade Math,69.4%
2015,GRANITE DISTRICT,CRESTVIEW SCHOOL,M,3rd Grade Math,59.5%
2015,GRANITE DISTRICT,DAVID GOURLEY SCHOOL,M,3rd Grade Math,15.5%
2015,GRANITE DISTRICT,EASTWOOD SCHOOL,M,3rd Grade Math,53.4%
2015,GRANITE DISTRICT,ROBERT FROST SCHOOL,M,3rd Grade Math,28.6%
2015,GRANITE DISTRICT,FOX HILLS SCHOOL,M,3rd Grade Math,52.0%
2015,GRANITE DISTRICT,GRANGER SCHOOL,M,3rd Grade Math,19.7%
2015,GRANITE DISTRICT,HILLSIDE SCHOOL,M,3rd Grade Math,25.3%
2015,GRANITE DISTRICT,HILLSDALE SCHOOL,M,3rd Grade Math,31.6%
2015,GRANITE DISTRICT,HUNTER SCHOOL,M,3rd Grade Math,42.1%
2015,GRANITE DISTRICT,HOWARD R DRIGGS SCHOOL,M,3rd Grade Math,69.5%
2015,GRANITE DISTRICT,JOHN C FREMONT SCHOOL,M,3rd Grade Math,29.4%
2015,GRANITE DISTRICT,JAMES E MOSS SCHOOL,M,3rd Grade Math,17.3%
2015,GRANITE DISTRICT,LAKE RIDGE SCHOOL,M,3rd Grade Math,32.1%
2015,GRANITE DISTRICT,JACKLING SCHOOL,M,3rd Grade Math,25.8%
2015,GRANITE DISTRICT,LINCOLN SCHOOL,M,3rd Grade Math,28.1%
2015,GRANITE DISTRICT,MAGNA SCHOOL,M,3rd Grade Math,35.5%
2015,GRANITE DISTRICT,MILL CREEK SCHOOL,M,3rd Grade Math,21.8%
2015,GRANITE DISTRICT,MONROE SCHOOL,M,3rd Grade Math,32.2%
2015,GRANITE DISTRICT,MORNINGSIDE SCHOOL,M,3rd Grade Math,58.2%
2015,GRANITE DISTRICT,OAKRIDGE SCHOOL,M,3rd Grade Math,64.4%
2015,GRANITE DISTRICT,OAKWOOD SCHOOL,M,3rd Grade Math,66.7%
2015,GRANITE DISTRICT,OQUIRRH HILLS SCHOOL,M,3rd Grade Math,31.5%
2015,GRANITE DISTRICT,DOUGLAS T. ORCHARD SCHOOL,M,3rd Grade Math,33.3%
2015,GRANITE DISTRICT,PIONEER SCHOOL,M,3rd Grade Math,20.8%
2015,GRANITE DISTRICT,PHILO T. FARNSWORTH SCHOOL,M,3rd Grade Math,34.6%
2015,GRANITE DISTRICT,ARCADIA SCHOOL,M,3rd Grade Math,49.3%
2015,GRANITE DISTRICT,ACADEMY PARK SCHOOL,M,3rd Grade Math,26.0%
2015,GRANITE DISTRICT,ACADEMY PARK SCHOOL,M,4th Grade Math,20.2%
2015,GRANITE DISTRICT,ARCADIA SCHOOL,M,4th Grade Math,44.4%
2015,GRANITE DISTRICT,PHILO T. FARNSWORTH SCHOOL,M,4th Grade Math,19.5%
2015,GRANITE DISTRICT,PIONEER SCHOOL,M,4th Grade Math,33.3%
2015,GRANITE DISTRICT,DOUGLAS T. ORCHARD SCHOOL,M,4th Grade Math,37.3%
2015,GRANITE DISTRICT,OQUIRRH HILLS SCHOOL,M,4th Grade Math,19.6%
2015,GRANITE DISTRICT,OAKWOOD SCHOOL,M,4th Grade Math,71.6%
2015,GRANITE DISTRICT,OAKRIDGE SCHOOL,M,4th Grade Math,81.8%
2015,GRANITE DISTRICT,MORNINGSIDE SCHOOL,M,4th Grade Math,73.3%
2015,GRANITE DISTRICT,MONROE SCHOOL,M,4th Grade Math,42.7%
2015,GRANITE DISTRICT,MILL CREEK SCHOOL,M,4th Grade Math,32.7%
2015,GRANITE DISTRICT,MAGNA SCHOOL,M,4th Grade Math,44.7%
2015,GRANITE DISTRICT,LINCOLN SCHOOL,M,4th Grade Math,15.8%
2015,GRANITE DISTRICT,JACKLING SCHOOL,M,4th Grade Math,23.9%
2015,GRANITE DISTRICT,LAKE RIDGE SCHOOL,M,4th Grade Math,52.4%
2015,GRANITE DISTRICT,JAMES E MOSS SCHOOL,M,4th Grade Math,26.4%
2015,GRANITE DISTRICT,JOHN C FREMONT SCHOOL,M,4th Grade Math,42.7%
2015,GRANITE DISTRICT,HOWARD R DRIGGS SCHOOL,M,4th Grade Math,77.9%
2015,GRANITE DISTRICT,HUNTER SCHOOL,M,4th Grade Math,47.9%
2015,GRANITE DISTRICT,HILLSDALE SCHOOL,M,4th Grade Math,24.5%
2015,GRANITE DISTRICT,HILLSIDE SCHOOL,M,4th Grade Math,31.4%
2015,GRANITE DISTRICT,GRANGER SCHOOL,M,4th Grade Math,17.6%
2015,GRANITE DISTRICT,FOX HILLS SCHOOL,M,4th Grade Math,55.5%
2015,GRANITE DISTRICT,ROBERT FROST SCHOOL,M,4th Grade Math,30.1%
2015,GRANITE DISTRICT,EASTWOOD SCHOOL,M,4th Grade Math,76.2%
2015,GRANITE DISTRICT,DAVID GOURLEY SCHOOL,M,4th Grade Math,28.9%
2015,GRANITE DISTRICT,CRESTVIEW SCHOOL,M,4th Grade Math,62.2%
2015,GRANITE DISTRICT,COTTONWOOD SCHOOL,M,4th Grade Math,85.9%
2015,GRANITE DISTRICT,COPPER HILLS SCHOOL,M,4th Grade Math,36.2%
2015,GRANITE DISTRICT,CARL SANDBURG SCHOOL,M,4th Grade Math,34.4%
2015,GRANITE DISTRICT,BEEHIVE SCHOOL,M,4th Grade Math,40.5%
2015,GRANITE DISTRICT,BENNION SCHOOL,M,4th Grade Math,40.2%
2015,GRANITE DISTRICT,JIM BRIDGER SCHOOL,M,4th Grade Math,37.9%
2015,GRANITE DISTRICT,THOMAS W BACCHUS SCHOOL,M,4th Grade Math,18.5%
2015,GRANITE DISTRICT,VALLEY CREST SCHOOL,M,4th Grade Math,39.7%
2015,GRANITE DISTRICT,WESTERN HILLS SCHOOL,M,4th Grade Math,33.8%
2015,GRANITE DISTRICT,VISTA SCHOOL,M,4th Grade Math,31.3%
2015,GRANITE DISTRICT,TWIN PEAKS SCHOOL,M,4th Grade Math,55.1%
2015,GRANITE DISTRICT,TAYLORSVILLE SCHOOL,M,4th Grade Math,40.3%
2015,GRANITE DISTRICT,STANSBURY SCHOOL,M,4th Grade Math,31.6%
2015,GRANITE DISTRICT,SOUTH KEARNS SCHOOL,M,4th Grade Math,26.4%
2015,GRANITE DISTRICT,UPLAND TERRACE SCHOOL,M,4th Grade Math,60.5%
2015,GRANITE DISTRICT,CALVIN S. SMITH SCHOOL,M,4th Grade Math,56.8%
2015,GRANITE DISTRICT,HARRY S. TRUMAN SCHOOL,M,4th Grade Math,44.6%
2015,GRANITE DISTRICT,ROSECREST SCHOOL,M,4th Grade Math,68.7%
2015,GRANITE DISTRICT,ROOSEVELT SCHOOL,M,4th Grade Math,22.2%
2015,GRANITE DISTRICT,ROLLING MEADOWS SCHOOL,M,4th Grade Math,50.0%
2015,GRANITE DISTRICT,REDWOOD SCHOOL,M,4th Grade Math,18.4%
2015,GRANITE DISTRICT,PLEASANT GREEN SCHOOL,M,4th Grade Math,29.8%
2015,GRANITE DISTRICT,PLYMOUTH SCHOOL,M,4th Grade Math,21.7%
2015,GRANITE DISTRICT,WILLIAM PENN SCHOOL,M,4th Grade Math,55.2%
2015,GRANITE DISTRICT,WHITTIER SCHOOL,M,4th Grade Math,29.1%
2015,GRANITE DISTRICT,WESTBROOK SCHOOL,M,4th Grade Math,38.0%
2015,GRANITE DISTRICT,WEST KEARNS SCHOOL,M,4th Grade Math,32.0%
2015,GRANITE DISTRICT,WOODSTOCK SCHOOL,M,4th Grade Math,54.7%
2015,GRANITE DISTRICT,WOODROW WILSON SCHOOL,M,4th Grade Math,17.0%
2015,GRANITE DISTRICT,SILVER HILLS SCHOOL,M,4th Grade Math,27.1%
2015,GRANITE DISTRICT,DIAMOND RIDGE SCHOOL,M,4th Grade Math,54.2%
2015,GRANITE DISTRICT,SPRING LANE SCHOOL,M,4th Grade Math,50.0%
2015,GRANITE DISTRICT,GEARLD WRIGHT SCHOOL,M,4th Grade Math,30.1%
2015,GRANITE DISTRICT,WEST VALLEY SCHOOL,M,4th Grade Math,18.8%
2015,GRANITE DISTRICT,NEIL ARMSTRONG ACADEMY,M,4th Grade Math,69.7%
2015,GRANITE DISTRICT,ELK RUN ELEMENTARY,M,4th Grade Math,45.2%
2015,GRANITE DISTRICT,ELK RUN ELEMENTARY,M,5th Grade Math,27.6%
2015,GRANITE DISTRICT,NEIL ARMSTRONG ACADEMY,M,5th Grade Math,66.4%
2015,GRANITE DISTRICT,WEST VALLEY SCHOOL,M,5th Grade Math,29.4%
2015,GRANITE DISTRICT,GRANITE CONNECTION HIGH,M,5th Grade Math,N<10
2015,GRANITE DISTRICT,GEARLD WRIGHT SCHOOL,M,5th Grade Math,38.1%
2015,GRANITE DISTRICT,SPRING LANE SCHOOL,M,5th Grade Math,48.7%
2015,GRANITE DISTRICT,DIAMOND RIDGE SCHOOL,M,5th Grade Math,39.7%
2015,GRANITE DISTRICT,SILVER HILLS SCHOOL,M,5th Grade Math,21.6%
2015,GRANITE DISTRICT,WOODROW WILSON SCHOOL,M,5th Grade Math,18.0%
2015,GRANITE DISTRICT,WOODSTOCK SCHOOL,M,5th Grade Math,44.3%
2015,GRANITE DISTRICT,WEST KEARNS SCHOOL,M,5th Grade Math,27.2%
2015,GRANITE DISTRICT,WESTBROOK SCHOOL,M,5th Grade Math,31.6%
2015,GRANITE DISTRICT,WHITTIER SCHOOL,M,5th Grade Math,25.3%
2015,GRANITE DISTRICT,WILLIAM PENN SCHOOL,M,5th Grade Math,53.4%
2015,GRANITE DISTRICT,PLYMOUTH SCHOOL,M,5th Grade Math,20.0%
2015,GRANITE DISTRICT,PLEASANT GREEN SCHOOL,M,5th Grade Math,35.8%
2015,GRANITE DISTRICT,REDWOOD SCHOOL,M,5th Grade Math,19.4%
2015,GRANITE DISTRICT,ROLLING MEADOWS SCHOOL,M,5th Grade Math,54.0%
2015,GRANITE DISTRICT,ROOSEVELT SCHOOL,M,5th Grade Math,16.2%
2015,GRANITE DISTRICT,ROSECREST SCHOOL,M,5th Grade Math,65.5%
2015,GRANITE DISTRICT,HARRY S. TRUMAN SCHOOL,M,5th Grade Math,19.4%
2015,GRANITE DISTRICT,CALVIN S. SMITH SCHOOL,M,5th Grade Math,60.0%
2015,GRANITE DISTRICT,UPLAND TERRACE SCHOOL,M,5th Grade Math,58.2%
2015,GRANITE DISTRICT,SOUTH KEARNS SCHOOL,M,5th Grade Math,25.8%
2015,GRANITE DISTRICT,STANSBURY SCHOOL,M,5th Grade Math,20.6%
2015,GRANITE DISTRICT,TAYLORSVILLE SCHOOL,M,5th Grade Math,22.1%
2015,GRANITE DISTRICT,TWIN PEAKS SCHOOL,M,5th Grade Math,32.3%
2015,GRANITE DISTRICT,VISTA SCHOOL,M,5th Grade Math,39.4%
2015,GRANITE DISTRICT,WESTERN HILLS SCHOOL,M,5th Grade Math,29.4%
2015,GRANITE DISTRICT,VALLEY CREST SCHOOL,M,5th Grade Math,30.4%
2015,GRANITE DISTRICT,THOMAS W BACCHUS SCHOOL,M,5th Grade Math,11.5%
2015,GRANITE DISTRICT,JIM BRIDGER SCHOOL,M,5th Grade Math,36.5%
2015,GRANITE DISTRICT,BENNION SCHOOL,M,5th Grade Math,33.7%
2015,GRANITE DISTRICT,BEEHIVE SCHOOL,M,5th Grade Math,28.0%
2015,GRANITE DISTRICT,CARL SANDBURG SCHOOL,M,5th Grade Math,31.7%
2015,GRANITE DISTRICT,COPPER HILLS SCHOOL,M,5th Grade Math,37.7%
2015,GRANITE DISTRICT,COTTONWOOD SCHOOL,M,5th Grade Math,57.7%
2015,GRANITE DISTRICT,CRESTVIEW SCHOOL,M,5th Grade Math,49.0%
2015,GRANITE DISTRICT,DAVID GOURLEY SCHOOL,M,5th Grade Math,23.9%
2015,GRANITE DISTRICT,EASTWOOD SCHOOL,M,5th Grade Math,69.9%
2015,GRANITE DISTRICT,ROBERT FROST SCHOOL,M,5th Grade Math,26.7%
2015,GRANITE DISTRICT,FOX HILLS SCHOOL,M,5th Grade Math,49.5%
2015,GRANITE DISTRICT,GRANGER SCHOOL,M,5th Grade Math,15.4%
2015,GRANITE DISTRICT,HILLSIDE SCHOOL,M,5th Grade Math,17.3%
2015,GRANITE DISTRICT,HILLSDALE SCHOOL,M,5th Grade Math,18.0%
2015,GRANITE DISTRICT,HUNTER SCHOOL,M,5th Grade Math,41.8%
2015,GRANITE DISTRICT,HOWARD R DRIGGS SCHOOL,M,5th Grade Math,77.9%
2015,GRANITE DISTRICT,JOHN C FREMONT SCHOOL,M,5th Grade Math,20.3%
2015,GRANITE DISTRICT,JAMES E MOSS SCHOOL,M,5th Grade Math,21.1%
2015,GRANITE DISTRICT,LAKE RIDGE SCHOOL,M,5th Grade Math,34.4%
2015,GRANITE DISTRICT,JACKLING SCHOOL,M,5th Grade Math,20.6%
2015,GRANITE DISTRICT,LINCOLN SCHOOL,M,5th Grade Math,20.7%
2015,GRANITE DISTRICT,MAGNA SCHOOL,M,5th Grade Math,39.7%
2015,GRANITE DISTRICT,MILL CREEK SCHOOL,M,5th Grade Math,31.8%
2015,GRANITE DISTRICT,MONROE SCHOOL,M,5th Grade Math,32.3%
2015,GRANITE DISTRICT,MORNINGSIDE SCHOOL,M,5th Grade Math,64.6%
2015,GRANITE DISTRICT,OAKRIDGE SCHOOL,M,5th Grade Math,84.3%
2015,GRANITE DISTRICT,OAKWOOD SCHOOL,M,5th Grade Math,67.3%
2015,GRANITE DISTRICT,OQUIRRH HILLS SCHOOL,M,5th Grade Math,29.8%
2015,GRANITE DISTRICT,DOUGLAS T. ORCHARD SCHOOL,M,5th Grade Math,28.9%
2015,GRANITE DISTRICT,PIONEER SCHOOL,M,5th Grade Math,18.3%
2015,GRANITE DISTRICT,PHILO T. FARNSWORTH SCHOOL,M,5th Grade Math,17.5%
2015,GRANITE DISTRICT,ARCADIA SCHOOL,M,5th Grade Math,25.0%
2015,GRANITE DISTRICT,ACADEMY PARK SCHOOL,M,5th Grade Math,20.0%
2015,GRANITE DISTRICT,ACADEMY PARK SCHOOL,M,6th Grade Math,29.9%
2015,GRANITE DISTRICT,ARCADIA SCHOOL,M,6th Grade Math,30.6%
2015,GRANITE DISTRICT,PHILO T. FARNSWORTH SCHOOL,M,6th Grade Math,20.0%
2015,GRANITE DISTRICT,PIONEER SCHOOL,M,6th Grade Math,10.0%
2015,GRANITE DISTRICT,DOUGLAS T. ORCHARD SCHOOL,M,6th Grade Math,19.4%
2015,GRANITE DISTRICT,OQUIRRH HILLS SCHOOL,M,6th Grade Math,6.7%
2015,GRANITE DISTRICT,OAKWOOD SCHOOL,M,6th Grade Math,52.0%
2015,GRANITE DISTRICT,OAKRIDGE SCHOOL,M,6th Grade Math,67.6%
2015,GRANITE DISTRICT,MORNINGSIDE SCHOOL,M,6th Grade Math,68.2%
2015,GRANITE DISTRICT,MONROE SCHOOL,M,6th Grade Math,27.2%
2015,GRANITE DISTRICT,MILL CREEK SCHOOL,M,6th Grade Math,17.4%
2015,GRANITE DISTRICT,MAGNA SCHOOL,M,6th Grade Math,23.9%
2015,GRANITE DISTRICT,LINCOLN SCHOOL,M,6th Grade Math,9.4%
2015,GRANITE DISTRICT,JACKLING SCHOOL,M,6th Grade Math,16.1%
2015,GRANITE DISTRICT,LAKE RIDGE SCHOOL,M,6th Grade Math,22.1%
2015,GRANITE DISTRICT,JAMES E MOSS SCHOOL,M,6th Grade Math,15.6%
2015,GRANITE DISTRICT,JOHN C FREMONT SCHOOL,M,6th Grade Math,34.4%
2015,GRANITE DISTRICT,HOWARD R DRIGGS SCHOOL,M,6th Grade Math,68.2%
2015,GRANITE DISTRICT,HUNTER SCHOOL,M,6th Grade Math,26.4%
2015,GRANITE DISTRICT,HILLSDALE SCHOOL,M,6th Grade Math,23.2%
2015,GRANITE DISTRICT,HILLSIDE SCHOOL,M,6th Grade Math,28.6%
2015,GRANITE DISTRICT,GRANGER SCHOOL,M,6th Grade Math,10.8%
2015,GRANITE DISTRICT,FOX HILLS SCHOOL,M,6th Grade Math,57.1%
